unique_id,order_id,quantity,unit_price,total_sale,order_date,order_status,product_category,cost_price,contact_number,address,city,country,last_name,first_name,order_size,is_dirty
1243,10212,45,100.00,6357.60,2004-01-16,Shipped,"Classic Cars",141.00,"(91) 555 94 44","C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,0
1244,10407,6,90.19,541.14,2005-04-22,"On Hold","Vintage Cars",92.00,4085553659,"3086 Ingle Ln.","San Jose",USA,Frick,Sue,Small,0
1245,10310,42,67.14,2819.88,2004-10-16,Shipped,Motorcycles,62.00,0221-5554327,"Mehrheimerstr. 369",Koln,Germany,Pfalzheim,Henriette,Small,0
1246,10420,66,92.95,6134.70,2005-05-29,"In Process","Vintage Cars",92.00,"+61 2 9495 8555","Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia,Huxley,Adrian,Medium,0
1247,10226,46,100.00,7343.90,2004-02-26,Shipped,"Classic Cars",141.00,7605558146,"361 Furth Circle","San Diego",USA,Thompson,Valarie,Large,0
1248,10319,44,59.06,2598.64,2004-11-03,Shipped,Motorcycles,62.00,2125551957,"5290 North Pendale Street",NYC,USA,Kuo,Kee,Small,0
1249,10105,41,82.50,3382.50,2003-02-11,Shipped,"Vintage Cars",87.00,"31 12 3555","Vinb'ltet 34",Kobenhavn,Denmark,Petersen,Jytte,Medium,0
1250,10330,29,69.63,2019.27,2004-11-16,Shipped,Motorcycles,62.00,"+63 2 555 3587","15 McCallum Street - NatWest Center #13-03","Makati City",Philippines,Cruz,Arnold,Small,0
1251,10117,23,97.42,2240.66,2003-04-16,Shipped,"Vintage Cars",87.00,"+65 221 7555","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,Natividad,Eric,Small,0
1252,10240,37,100.00,5959.22,2004-04-13,Shipped,"Classic Cars",141.00,"+81 06 6342 5555","Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Japan,Kentary,Mory,Medium,0
1253,10342,26,55.95,1454.70,2004-11-24,Shipped,Motorcycles,62.00,"03 9520 4555","636 St Kilda Road",Melbourne,Australia,Ferguson,Peter,Small,0
1254,10128,43,92.16,3962.88,2003-06-06,Shipped,"Vintage Cars",87.00,"(91) 555 94 44","C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,0
1255,10253,31,100.00,4029.38,2004-06-01,Cancelled,"Classic Cars",141.00,"(171) 555-2282","Berkeley Gardens 12  Brewery",Liverpool,UK,Devon,Elizabeth,Medium,0
1256,10142,24,70.22,1685.28,2003-08-08,Shipped,"Vintage Cars",87.00,4155551450,"5677 Strong St.","San Rafael",USA,Nelson,Valarie,Small,0
1257,10355,31,53.47,1657.57,2004-12-07,Shipped,Motorcycles,62.00,"(91) 555 94 44","C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,0
1258,10153,22,83.38,1834.36,2003-09-28,Shipped,"Vintage Cars",87.00,"(91) 555 94 44","C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,0
1259,10363,32,89.12,2851.84,2005-01-06,Shipped,Motorcycles,62.00,"+358 9 8045 555","Software Engineering Center, SEC Oy",Espoo,Finland,Suominen,Kalle,Small,0
1260,10266,33,100.00,5035.14,2004-07-06,Shipped,"Classic Cars",141.00,0522-556555,"Strada Provinciale 124","Reggio Emilia",Italy,Moroni,Maurizio,Medium,0
1261,10357,28,100.00,3559.64,2004-12-10,Shipped,"Trucks and Buses",121.00,4155551450,"5677 Strong St.","San Rafael",USA,Nelson,Valarie,Medium,0
1262,10166,26,73.73,1916.98,2003-10-21,Shipped,"Vintage Cars",87.00,5085552555,"1785 First Street","New Bedford",USA,Benitez,Violeta,Small,0
1263,10378,28,100.00,4609.64,2005-02-10,Shipped,Motorcycles,62.00,"(91) 555 94 44","C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,0
1264,10177,35,74.60,2611.00,2003-11-07,Shipped,"Vintage Cars",87.00,"+34 913 728 555","Merchants House, 27-30 Merchant's Quay",Madrid,Spain,Fernandez,Jesus,Small,0
1265,10278,31,100.00,4116.80,2004-08-06,Shipped,"Classic Cars",141.00,7025551838,"8489 Strong St.","Las Vegas",USA,King,Sue,Medium,0
1266,10370,29,57.53,1668.37,2005-01-20,Shipped,"Trucks and Buses",121.00,"02 9936 8555","201 Miller Street","North Sydney",Australia,O'Hara,Anna,Small,0
1267,10390,36,100.00,5079.96,2005-03-04,Shipped,Motorcycles,62.00,4155551450,"5677 Strong St.","San Rafael",USA,Nelson,Valarie,Medium,0
1268,10185,47,77.24,3630.28,2003-11-14,Shipped,"Vintage Cars",87.00,5085559555,"4575 Hillside Dr.","New Bedford",USA,Tam,"Wing C",Medium,0
1269,10287,27,100.00,4310.55,2004-08-30,Shipped,"Classic Cars",141.00,0897-034555,"Grenzacherweg 237",Gensve,Switzerland,Holz,Michael,Medium,0
1270,10197,50,100.00,5090.50,2003-11-26,Shipped,"Vintage Cars",87.00,"(93) 203 4555","Rambla de CataluÂ¤a, 23",Barcelona,Spain,Saavedra,Eduardo,Medium,0
1271,10403,36,52.22,1879.92,2005-04-08,Shipped,Motorcycles,62.00,"(171) 555-2282","Berkeley Gardens 12  Brewery",Liverpool,UK,Devon,Elizabeth,Small,0
1272,10208,45,87.77,3949.65,2004-01-02,Shipped,"Vintage Cars",87.00,78.32.5555,"2, rue du Commerce",Lyon,France,Saveley,Mary,Medium,0
1273,10106,41,100.00,4774.86,2003-02-17,Shipped,"Vintage Cars",105.00,035-640555,"Via Ludovico il Moro 22",Bergamo,Italy,Rovelli,Giovanni,Medium,0
1274,10221,39,89.53,3491.67,2004-02-18,Shipped,"Vintage Cars",87.00,"(02) 5554 67","Rue Joseph-Bens 532",Bruxelles,Belgium,Dewey,Catherine,Medium,0
1275,10301,39,100.00,6446.70,2003-10-05,Shipped,"Classic Cars",141.00,"+47 2212 1555","Drammensveien 126 A, PB 744 Sentrum",Oslo,Norway,Klaeboe,Jan,Medium,0
1276,10382,39,100.00,4890.60,2005-02-17,Shipped,"Trucks and Buses",121.00,4155551450,"5677 Strong St.","San Rafael",USA,Nelson,Valarie,Medium,0
1277,10119,27,99.52,2687.04,2003-04-28,Shipped,"Vintage Cars",105.00,6562-9555,"Geislweg 14",Salzburg,Austria,Pipps,Georg,Small,0
1278,10232,23,89.53,2059.19,2004-03-20,Shipped,"Vintage Cars",87.00,"(198) 555-8888","Garden House Crowther Way",Cowes,UK,Bennett,Helen,Small,0
1279,10311,32,100.00,3616.64,2004-10-16,Shipped,"Classic Cars",141.00,"(91) 555 94 44","C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,0
1280,10248,42,75.48,3170.16,2004-05-07,Cancelled,"Vintage Cars",87.00,2125557818,"897 Long Airport Avenue",NYC,USA,Yu,Kwai,Medium,0
1281,10130,33,100.00,3423.75,2003-06-16,Shipped,"Vintage Cars",105.00,6175558428,"16780 Pompton St.",Brickhaven,USA,Taylor,Leslie,Medium,0
1282,10261,20,89.53,1790.60,2004-06-17,Shipped,"Vintage Cars",87.00,"(514) 555-8054","43 rue St. Laurent",Montreal,Canada,Fresnisre,Jean,Small,0
1283,10143,34,100.00,3455.76,2003-08-10,Shipped,"Vintage Cars",105.00,5085559555,"4575 Hillside Dr.","New Bedford",USA,Tam,"Wing C",Medium,0
1284,10273,33,71.09,2345.97,2004-07-21,Shipped,"Vintage Cars",87.00,"(02) 5554 67","Rue Joseph-Bens 532",Bruxelles,Belgium,Dewey,Catherine,Small,0
1285,10155,29,100.00,3622.97,2003-10-06,Shipped,"Vintage Cars",105.00,"90-224 8555","Keskuskatu 45",Helsinki,Finland,Karttunen,Matti,Medium,0
1286,10283,34,100.00,3580.88,2004-08-20,Shipped,"Vintage Cars",87.00,"(604) 555-4555","23 Tsawassen Blvd.",Tsawassen,Canada,Lincoln,Elizabeth,Medium,0
1287,10321,28,100.00,4232.76,2004-11-04,Shipped,"Classic Cars",141.00,5085552555,"1785 First Street","New Bedford",USA,Benitez,Violeta,Medium,0
1288,10293,49,100.00,4946.06,2004-09-09,Shipped,"Vintage Cars",87.00,011-4988555,"Via Monte Bianco 34",Torino,Italy,Accorti,Paolo,Medium,0
1289,10167,34,100.00,3599.58,2003-10-23,Cancelled,"Vintage Cars",105.00,"0695-34 6555","?kergatan 24",Boras,Sweden,Larsson,Maria,Medium,0
1290,10306,39,90.40,3525.60,2004-10-14,Shipped,"Vintage Cars",87.00,"(171) 555-1555","Fauntleroy Circus",Manchester,UK,Ashworth,Victoria,Medium,0
1291,10411,46,100.00,5235.72,2005-05-01,Shipped,"Trucks and Buses",121.00,"(514) 555-8054","43 rue St. Laurent",Montreal,Canada,Fresnisre,Jean,Medium,0
1292,10315,36,100.00,3602.16,2004-10-29,Shipped,"Vintage Cars",87.00,40.67.8555,"67, rue des Cinquante Otages",Nantes,France,Labrune,Janine,Medium,0
1293,10178,48,100.00,5386.56,2003-11-08,Shipped,"Vintage Cars",105.00,61.77.6555,"1 rue Alsace-Lorraine",Toulouse,France,Roulet,Annette,Medium,0
1294,10326,50,86.01,4300.50,2004-11-09,Shipped,"Vintage Cars",87.00,"0921-12 3555","Berguvsvâ€žgen  8",Lule,Sweden,Berglund,Christina,Medium,0
1295,10186,46,100.00,4918.78,2003-11-14,Shipped,"Vintage Cars",105.00,"(171) 555-7555","120 Hanover Sq.",London,UK,Hardy,Thomas,Medium,0
1296,10337,29,100.00,4498.19,2004-11-21,Shipped,"Vintage Cars",87.00,2125558493,"5905 Pompton St.",NYC,USA,Hernandez,Maria,Medium,0
1297,10197,22,100.00,2538.80,2003-11-26,Shipped,"Vintage Cars",105.00,"(93) 203 4555","Rambla de CataluÂ¤a, 23",Barcelona,Spain,Saavedra,Eduardo,Small,0
1298,10350,30,100.00,3023.10,2004-12-02,Shipped,"Vintage Cars",87.00,"(91) 555 94 44","C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,0
1299,10209,20,100.00,2498.60,2004-01-09,Shipped,"Vintage Cars",105.00,2155554369,"6047 Douglas Av.","Los Angeles",USA,Chandler,Michael,Small,0
1300,10372,41,86.89,3562.49,2005-01-26,Shipped,"Vintage Cars",87.00,"+81 3 3584 0555","2-2-8 Roppongi",Minato-ku,Japan,Shimamura,Akiko,Medium,0
1301,10425,38,100.00,4325.16,2005-05-31,"In Process","Trucks and Buses",121.00,40.67.8555,"67, rue des Cinquante Otages",Nantes,France,Labrune,Janine,Medium,0
1302,10383,28,58.58,1640.24,2005-02-22,Shipped,"Vintage Cars",87.00,"(91) 555 94 44","C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,0
1303,10222,45,85.75,3858.75,2004-02-19,Shipped,"Vintage Cars",105.00,7605558146,"361 Furth Circle","San Diego",USA,Thompson,Valarie,Medium,0
1304,10396,45,100.00,4739.40,2005-03-23,Shipped,"Vintage Cars",87.00,4155551450,"5677 Strong St.","San Rafael",USA,Nelson,Valarie,Medium,0
1305,10103,41,47.29,1938.89,2003-01-29,Shipped,"Vintage Cars",50.00,"07-98 9555","Erling Skakkes gate 78",Stavern,Norway,Bergulfsen,Jonas,Small,0
1306,10249,46,100.00,5600.50,2004-05-08,Shipped,"Vintage Cars",105.00,6175555555,"4658 Baden Av.",Cambridge,USA,Tseng,Kyung,Medium,0
1307,10414,16,75.48,1207.68,2005-05-06,"On Hold","Vintage Cars",87.00,6175559555,"8616 Spinnaker Dr.",Boston,USA,Yoshido,Juri,Small,0
1308,10262,34,100.00,4103.46,2004-06-24,Cancelled,"Vintage Cars",105.00,"(91) 555 94 44","C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,0
1309,10103,36,100.00,4228.20,2003-01-29,Shipped,"Trucks and Buses",121.00,"07-98 9555","Erling Skakkes gate 78",Stavern,Norway,Bergulfsen,Jonas,Medium,0
1310,10331,26,67.91,1765.66,2004-11-17,Shipped,"Classic Cars",141.00,2155559857,"11328 Douglas Av.",Philadelphia,USA,Hernandez,Rosa,Small,0
1311,10114,41,100.00,4815.45,2003-04-01,Shipped,"Trucks and Buses",121.00,"(1) 42.34.2555","265, boulevard Charonne",Paris,France,Bertrand,Marie,Medium,0
1312,10113,50,49.81,2490.50,2003-03-26,Shipped,"Vintage Cars",50.00,4155551450,"5677 Strong St.","San Rafael",USA,Nelson,Valarie,Small,0
1313,10273,50,85.75,4287.50,2004-07-21,Shipped,"Vintage Cars",105.00,"(02) 5554 67","Rue Joseph-Bens 532",Bruxelles,Belgium,Dewey,Catherine,Medium,0
1314,10126,50,100.00,7083.00,2003-05-28,Shipped,"Trucks and Buses",121.00,"(91) 555 22 82","C/ Araquil, 67",Madrid,Spain,Sommer,MartÂ¡n,Large,0
1315,10343,44,84.88,3734.72,2004-11-24,Shipped,"Classic Cars",141.00,26.47.1555,"59 rue de l'Abbaye",Reims,France,Henriot,Paul,Medium,0
1316,10283,46,100.00,5795.54,2004-08-20,Shipped,"Vintage Cars",105.00,"(604) 555-4555","23 Tsawassen Blvd.",Tsawassen,Canada,Lincoln,Elizabeth,Medium,0
1317,10140,40,100.00,4601.20,2003-07-24,Shipped,"Trucks and Buses",121.00,6505556809,"9408 Furth Circle",Burlingame,USA,Hirano,Juri,Medium,0
1318,10150,49,100.00,6467.02,2003-09-19,Shipped,"Trucks and Buses",121.00,"+65 221 7555","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,Natividad,Eric,Medium,0
1319,10296,22,84.70,1863.40,2004-09-15,Shipped,"Vintage Cars",105.00,"+49 89 61 08 9555","Hansastr. 15",Munich,Germany,Donnermeyer,Michael,Small,0
1320,10164,45,100.00,5012.55,2003-10-21,Resolved,"Trucks and Buses",121.00,7675-3555,"Kirchgasse 6",Graz,Austria,Mendel,Roland,Medium,0
1321,10307,48,86.81,4166.88,2004-10-14,Shipped,"Vintage Cars",105.00,2155554695,"782 First Street",Philadelphia,USA,Cervantes,Francisca,Medium,0
1322,10175,47,100.00,5121.59,2003-11-06,Shipped,"Trucks and Buses",121.00,"(171) 555-0297","35 King George",London,UK,Brown,Ann,Medium,0
1323,10316,47,86.81,4080.07,2004-11-01,Shipped,"Vintage Cars",105.00,"(198) 555-8888","Garden House Crowther Way",Cowes,UK,Bennett,Helen,Medium,0
1324,10126,43,53.83,2314.69,2003-05-28,Shipped,"Vintage Cars",50.00,"(91) 555 22 82","C/ Araquil, 67",Madrid,Spain,Sommer,MartÂ¡n,Small,0
1325,10328,34,100.00,3815.48,2004-11-12,Shipped,"Vintage Cars",105.00,035-640555,"Via Ludovico il Moro 22",Bergamo,Italy,Rovelli,Giovanni,Medium,0
1326,10140,29,43.27,1254.83,2003-07-24,Shipped,"Vintage Cars",50.00,6505556809,"9408 Furth Circle",Burlingame,USA,Hirano,Juri,Small,0
1327,10355,25,100.00,4203.50,2004-12-07,Shipped,"Classic Cars",148.00,"(91) 555 94 44","C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,0
1328,10338,45,100.00,5526.45,2004-11-22,Shipped,"Vintage Cars",105.00,"(071) 23 67 2555","Boulevard Tirou, 255",Charleroi,Belgium,Cartrain,Pascale,Medium,0
1329,10351,20,100.00,3374.60,2004-12-03,Shipped,"Vintage Cars",105.00,"(171) 555-0297","35 King George",London,UK,Brown,Ann,Medium,0
1330,10324,25,69.16,1729.00,2004-11-05,Shipped,"Classic Cars",57.00,2125551500,"2678 Kingston Rd.",NYC,USA,Frick,Michael,Small,0
1331,10363,28,58.18,1629.04,2005-01-06,Shipped,"Classic Cars",148.00,"+358 9 8045 555","Software Engineering Center, SEC Oy",Espoo,Finland,Suominen,Kalle,Small,0
1332,10150,30,42.76,1282.80,2003-09-19,Shipped,"Vintage Cars",50.00,"+65 221 7555","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,Natividad,Eric,Small,0
1333,10373,50,60.49,3024.50,2005-01-31,Shipped,"Vintage Cars",105.00,981-443655,"Torikatu 38",Oulu,Finland,Koskitalo,Pirkko,Medium,0
1334,10336,45,100.00,5972.40,2004-11-20,Shipped,"Classic Cars",57.00,"(1) 42.34.2555","265, boulevard Charonne",Paris,France,Bertrand,Marie,Medium,0
1335,10164,25,53.83,1345.75,2003-10-21,Resolved,"Vintage Cars",50.00,7675-3555,"Kirchgasse 6",Graz,Austria,Mendel,Roland,Small,0
1336,10378,49,67.14,3289.86,2005-02-10,Shipped,"Classic Cars",148.00,"(91) 555 94 44","C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,0
1337,10386,22,57.55,1266.10,2005-03-01,Resolved,"Vintage Cars",105.00,"(91) 555 94 44","C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,0
1338,10349,48,47.40,2275.20,2004-12-01,Shipped,"Classic Cars",57.00,2125557413,"4092 Furth Circle",NYC,USA,Young,Jeff,Small,0
1339,10398,45,100.00,4811.85,2005-03-30,Shipped,"Vintage Cars",105.00,26.47.1555,"59 rue de l'Abbaye",Reims,France,Henriot,Paul,Medium,0
1340,10390,49,100.00,6862.94,2005-03-04,Shipped,"Classic Cars",148.00,4155551450,"5677 Strong St.","San Rafael",USA,Nelson,Valarie,Medium,0
1341,10400,58,100.00,7307.42,2005-04-01,Shipped,"Vintage Cars",105.00,4085553659,"3086 Ingle Ln.","San Jose",USA,Frick,Sue,Large,0
1342,10358,44,60.76,2673.44,2004-12-10,Shipped,"Classic Cars",57.00,"(91) 555 94 44","C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,0
1343,10110,42,61.29,2574.18,2003-03-18,Shipped,"Classic Cars",71.00,"(171) 555-1555","Fauntleroy Circus",Manchester,UK,Ashworth,Victoria,Small,0
1344,10174,49,44.78,2194.22,2003-11-06,Shipped,"Vintage Cars",50.00,61-7-3844-6555,"31 Duncan St. West End","South Brisbane",Australia,Calaghan,Tony,Small,0
1345,10415,51,100.00,6209.25,2005-05-09,Disputed,"Vintage Cars",105.00,61-9-3844-6555,"7 Allen Street","Glen Waverly",Australia,Connery,Sean,Medium,0
1346,10371,25,97.27,2431.75,2005-01-23,Shipped,"Classic Cars",57.00,4155551450,"5677 Strong St.","San Rafael",USA,Nelson,Valarie,Small,0
1347,10183,40,49.30,1972.00,2003-11-13,Shipped,"Vintage Cars",50.00,2155554695,"782 First Street",Philadelphia,USA,Cervantes,Francisca,Small,0
1348,10124,23,57.73,1327.79,2003-05-21,Shipped,"Classic Cars",71.00,7025551838,"8489 Strong St.","Las Vegas",USA,King,Sue,Small,0
1349,10104,38,100.00,5348.50,2003-01-31,Shipped,"Classic Cars",143.00,"(91) 555 94 44","C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,0
1350,10383,22,91.76,2018.72,2005-02-22,Shipped,"Classic Cars",57.00,"(91) 555 94 44","C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,0
1351,10194,41,44.78,1835.98,2003-11-25,Shipped,"Vintage Cars",50.00,78.32.5555,"2, rue du Commerce",Lyon,France,Saveley,Mary,Small,0
1352,10117,22,100.00,2780.58,2003-04-16,Shipped,"Classic Cars",143.00,"+65 221 7555","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,Natividad,Eric,Small,0
1353,10148,29,81.25,2356.25,2003-09-11,Shipped,"Classic Cars",71.00,"02 9936 8555","201 Miller Street","North Sydney",Australia,O'Hara,Anna,Small,0
1354,10394,31,50.29,1558.99,2005-03-15,Shipped,"Classic Cars",57.00,"(91) 555 94 44","C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,0
1355,10206,21,53.33,1119.93,2003-12-05,Shipped,"Vintage Cars",50.00,"(604) 555-3392","1900 Oak St.",Vancouver,Canada,Tannamuri,Yoshi,Small,0
1356,10127,25,100.00,3447.00,2003-06-03,Shipped,"Classic Cars",143.00,2125557413,"4092 Furth Circle",NYC,USA,Young,Jeff,Medium,0
1357,10161,25,80.54,2013.50,2003-10-17,Shipped,"Classic Cars",71.00,"86 21 3555","Smagsloget 45",Aaarhus,Denmark,Ibsen,Palle,Small,0
1358,10412,21,52.60,1104.60,2005-05-03,Shipped,"Classic Cars",57.00,"(91) 555 94 44","C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,0
1359,10215,46,45.28,2082.88,2004-01-29,Shipped,"Vintage Cars",50.00,3105553722,"3675 Furth Circle",Burbank,USA,Thompson,Steve,Small,0
1360,10229,39,40.25,1569.75,2004-03-11,Shipped,"Vintage Cars",50.00,4155551450,"5677 Strong St.","San Rafael",USA,Nelson,Valarie,Small,0
1361,10425,55,46.82,2575.10,2005-05-31,"In Process","Classic Cars",57.00,40.67.8555,"67, rue des Cinquante Otages",Nantes,France,Labrune,Janine,Small,0
1362,10173,39,71.98,2807.22,2003-11-05,Shipped,"Classic Cars",71.00,035-640555,"Via Ludovico il Moro 22",Bergamo,Italy,Rovelli,Giovanni,Small,0
1363,10245,45,59.87,2694.15,2004-05-04,Shipped,"Vintage Cars",50.00,2035559545,"567 North Pendale Street","New Haven",USA,Murphy,Leslie,Small,0
1364,10107,25,100.00,2845.75,2003-02-24,Shipped,Motorcycles,112.00,2125557818,"897 Long Airport Avenue",NYC,USA,Yu,Kwai,Small,0
1365,10182,44,69.84,3072.96,2003-11-12,Shipped,"Classic Cars",71.00,4155551450,"5677 Strong St.","San Rafael",USA,Nelson,Valarie,Medium,0
1366,10258,21,59.87,1257.27,2004-06-15,Shipped,"Vintage Cars",50.00,"+81 3 3584 0555","2-2-8 Roppongi",Minato-ku,Japan,Shimamura,Akiko,Small,0
1367,10120,35,98.05,3431.75,2003-04-29,Shipped,Motorcycles,112.00,"03 9520 4555","636 St Kilda Road",Melbourne,Australia,Ferguson,Peter,Medium,0
1368,10193,25,76.26,1906.50,2003-11-21,Shipped,"Classic Cars",71.00,61-9-3844-6555,"7 Allen Street","Glen Waverly",Australia,Connery,Sean,Small,0
1369,10270,44,58.36,2567.84,2004-07-19,Shipped,"Vintage Cars",50.00,"+61 2 9495 8555","Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia,Huxley,Adrian,Small,0
1370,10134,35,93.54,3273.90,2003-07-01,Shipped,Motorcycles,112.00,"+33 1 46 62 7555","27 rue du Colonel Pierre Avia",Paris,France,"Da Cunha",Daniel,Medium,0
1371,10142,24,100.00,3791.52,2003-08-08,Shipped,"Classic Cars",143.00,4155551450,"5677 Strong St.","San Rafael",USA,Nelson,Valarie,Medium,0
1372,10281,44,59.87,2634.28,2004-08-19,Shipped,"Vintage Cars",50.00,2155551555,"7586 Pompton St.",Allentown,USA,Yu,Kyung,Small,0
1373,10204,45,76.26,3431.70,2003-12-02,Shipped,"Classic Cars",71.00,2125557413,"4092 Furth Circle",NYC,USA,Young,Jeff,Medium,0
1374,10145,43,95.80,4119.40,2003-08-25,Shipped,Motorcycles,112.00,6265557265,"78934 Hillside Dr.",Pasadena,USA,Young,Julie,Medium,0
1375,10159,44,100.00,5355.68,2003-10-10,Shipped,Motorcycles,112.00,6505551386,"7734 Strong St.","San Francisco",USA,Brown,Julie,Medium,0
1376,10213,25,83.39,2084.75,2004-01-22,Shipped,"Classic Cars",71.00,"(171) 555-7555","120 Hanover Sq.",London,UK,Hardy,Thomas,Small,0
1377,10168,50,100.00,5747.50,2003-10-28,Shipped,Motorcycles,112.00,6505556809,"9408 Furth Circle",Burlingame,USA,Hirano,Juri,Medium,0
1378,10227,37,57.73,2136.01,2004-03-02,Shipped,"Classic Cars",71.00,78.32.5555,"2, rue du Commerce",Lyon,France,Saveley,Mary,Small,0
1379,10180,48,100.00,5355.36,2003-11-11,Shipped,Motorcycles,112.00,20.16.1555,"184, chausse de Tournai",Lille,France,Rance,Martine,Medium,0
1380,10188,25,100.00,2535.75,2003-11-18,Shipped,Motorcycles,112.00,"+47 2267 3215","Drammen 121, PR 744 Sentrum",Bergen,Norway,Oeztan,Veysel,Small,0
1381,10152,35,100.00,4524.10,2003-09-25,Shipped,"Classic Cars",143.00,61-7-3844-6555,"31 Duncan St. West End","South Brisbane",Australia,Calaghan,Tony,Medium,0
1382,10291,29,51.82,1502.78,2004-09-08,Shipped,"Vintage Cars",50.00,"0695-34 6555","?kergatan 24",Boras,Sweden,Larsson,Maria,Small,0
1383,10201,39,100.00,4351.23,2003-12-01,Shipped,Motorcycles,112.00,6505555787,"5557 North Pendale Street","San Francisco",USA,Murphy,Julie,Medium,0
1384,10241,30,66.99,2009.70,2004-04-13,Shipped,"Classic Cars",71.00,88.60.1555,"24, place Kluber",Strasbourg,France,Citeaux,Frederique,Small,0
1385,10165,28,100.00,3337.60,2003-10-22,Shipped,"Classic Cars",143.00,"+65 221 7555","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,Natividad,Eric,Medium,0
1386,10304,34,49.30,1676.20,2004-10-11,Shipped,"Vintage Cars",50.00,30.59.8555,"67, avenue de l'Europe",Versailles,France,Tonini,Daniel,Small,0
1387,10211,25,90.16,2254.00,2004-01-15,Shipped,Motorcycles,112.00,"(1) 47.55.6555","25, rue Lauriston",Paris,France,Perrier,Dominique,Small,0
1388,10176,36,100.00,5532.12,2003-11-06,Shipped,"Classic Cars",143.00,0522-556555,"Strada Provinciale 124","Reggio Emilia",Italy,Moroni,Maurizio,Medium,0
1389,10223,32,91.29,2921.28,2004-02-20,Shipped,Motorcycles,112.00,"03 9520 4555","636 St Kilda Road",Melbourne,Australia,Ferguson,Peter,Small,0
1390,10312,39,56.85,2217.15,2004-10-21,Shipped,"Vintage Cars",50.00,4155551450,"5677 Strong St.","San Rafael",USA,Nelson,Valarie,Small,0
1391,10267,36,75.55,2719.80,2004-07-07,Shipped,"Classic Cars",71.00,2125557413,"4092 Furth Circle",NYC,USA,Young,Jeff,Small,0
1392,10237,20,100.00,2299.00,2004-04-05,Shipped,Motorcycles,112.00,2125551500,"2678 Kingston Rd.",NYC,USA,Frick,Michael,Small,0
1393,10185,39,100.00,5096.91,2003-11-14,Shipped,"Classic Cars",143.00,5085559555,"4575 Hillside Dr.","New Bedford",USA,Tam,"Wing C",Medium,0
1394,10324,38,100.00,6832.02,2004-11-05,Shipped,"Vintage Cars",50.00,2125551500,"2678 Kingston Rd.",NYC,USA,Frick,Michael,Medium,0
1395,10251,26,100.00,2637.18,2004-05-18,Shipped,Motorcycles,112.00,2015559350,"7476 Moss Rd.",Newark,USA,Brown,William,Small,0
1396,10279,26,60.58,1575.08,2004-08-09,Shipped,"Classic Cars",71.00,"(91) 555 94 44","C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,0
1397,10196,27,100.00,4537.08,2003-11-26,Shipped,"Classic Cars",143.00,2035559545,"567 North Pendale Street","New Haven",USA,Murphy,Leslie,Medium,0
1398,10333,24,79.86,1916.64,2004-11-18,Shipped,"Vintage Cars",50.00,6505555787,"5557 North Pendale Street","San Francisco",USA,Murphy,Julie,Small,0
1399,10263,42,100.00,4307.52,2004-06-28,Shipped,Motorcycles,112.00,2035552570,"25593 South Bay Ln.",Bridgewater,USA,King,Julie,Medium,0
1400,10348,29,100.00,7110.80,2004-11-01,Shipped,"Vintage Cars",50.00,"(91) 555 22 82","C/ Araquil, 67",Madrid,Spain,Sommer,MartÂ¡n,Large,0
1401,10207,40,100.00,6146.80,2003-12-09,Shipped,"Classic Cars",143.00,6175552555,"6251 Ingle Ln.",Boston,USA,Franco,Valarie,Medium,0
1402,10288,23,73.41,1688.43,2004-09-01,Shipped,"Classic Cars",71.00,"+65 224 1555","Village Close - 106 Linden Road Sandown",Singapore,Singapore,Victorino,Wendy,Small,0
1403,10220,50,100.00,8258.00,2004-02-12,Shipped,"Classic Cars",143.00,"+353 1862 1555","25 Maiden Lane",Dublin,Ireland,Cassidy,Dean,Large,0
