unique_id,order_id,quantity,unit_price,total_sale,order_date,order_status,product_category,cost_price,contact_number,address,city,country,last_name,first_name,order_size
1347,10183,40,90.78,1972.00,2003-11-13,Shipped,"Vintage Cars",86.46,+12155554695,"782 First Street",Philadelphia,USA,Cervantes,Francisca,Small
1348,10124,23,125.88,1327.79,2003-05-21,Shipped,"Classic Cars",119.89,+17025551838,"8489 Strong St.","Las Vegas",USA,King,Sue,Small
1349,10104,38,125.88,5348.50,2003-01-31,Shipped,"Classic Cars",119.89,+34915559444,"C Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium
1350,10383,22,91.76,2018.72,2005-02-22,Shipped,"Classic Cars",57.00,+34915559444,"C Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small
1351,10194,41,90.78,1835.98,2003-11-25,Shipped,"Vintage Cars",86.46,+33545797729,"2, rue du Commerce",Lyon,France,Saveley,Mary,Small
1352,10117,22,125.88,2780.58,2003-04-16,Shipped,"Classic Cars",119.89,+6503146872,"Bronz Sok., Bronz Apt. 3 6 Tesvikiye",Singapore,Singapore,Natividad,Eric,Small
1353,10148,29,81.25,2356.25,2003-09-11,Shipped,"Classic Cars",71.00,+61093604325,"201 Miller Street","North Sydney",Australia,O'Hara,Anna,Small
1354,10394,31,125.88,1558.99,2005-03-15,Shipped,"Classic Cars",119.89,+34915559444,"C Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small
1355,10206,21,53.33,1119.93,2003-12-05,Shipped,"Vintage Cars",50.00,+16045553392,"1900 Oak St.",Vancouver,Canada,Tannamuri,Yoshi,Small
1356,10127,25,125.88,3447.00,2003-06-03,Shipped,"Classic Cars",119.89,+12125557413,"4092 Furth Circle",NYC,USA,Young,Jeff,Medium
1357,10161,25,80.54,2013.50,2003-10-17,Shipped,"Classic Cars",71.00,+4586213555,"Smagsloget 45",Aaarhus,Denmark,Ibsen,Palle,Small
1358,10412,21,125.88,1104.60,2005-05-03,Shipped,"Classic Cars",119.89,+34915559444,"C Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small
1359,10215,46,90.78,2082.88,2004-01-29,Shipped,"Vintage Cars",86.46,+13105553722,"3675 Furth Circle",Burbank,USA,Thompson,Steve,Small
1360,10229,39,90.78,1569.75,2004-03-11,Shipped,"Vintage Cars",86.46,+14155551450,"5677 Strong St.","San Rafael",USA,Nelson,Valarie,Small
1361,10425,55,125.88,2575.10,2005-05-31,"In Process","Classic Cars",119.89,+33736154470,"67, rue des Cinquante Otages",Nantes,France,Labrune,Janine,Small
1362,10173,39,71.98,2807.22,2003-11-05,Shipped,"Classic Cars",71.00,+39087264260,"Via Ludovico il Moro 22",Bergamo,Italy,Rovelli,Giovanni,Small
1363,10245,45,59.87,2694.15,2004-05-04,Shipped,"Vintage Cars",50.00,+12035559545,"567 North Pendale Street","New Haven",USA,Murphy,Leslie,Small
1364,10107,25,100.00,2845.75,2003-02-24,Shipped,Motorcycles,97.07,+12125557818,"897 Long Airport Avenue",NYC,USA,Yu,Kwai,Small
1365,10182,44,125.88,3072.96,2003-11-12,Shipped,"Classic Cars",119.89,+14155551450,"5677 Strong St.","San Rafael",USA,Nelson,Valarie,Medium
1366,10258,21,59.87,1257.27,2004-06-15,Shipped,"Vintage Cars",50.00,+810154749665,"2-2-8 Roppongi",Minato-ku,Japan,Shimamura,Akiko,Small
1367,10120,35,98.05,3431.75,2003-04-29,Shipped,Motorcycles,97.07,+61015582053,"636 St Kilda Road",Melbourne,Australia,Ferguson,Peter,Medium
1368,10193,25,76.26,1906.50,2003-11-21,Shipped,"Classic Cars",71.00,+61031485368,"7 Allen Street","Glen Waverly",Australia,Connery,Sean,Small
1369,10270,44,58.36,2567.84,2004-07-19,Shipped,"Vintage Cars",50.00,+61010680688,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia,Huxley,Adrian,Small
1370,10134,35,101.92,3273.90,2003-07-01,Shipped,Motorcycles,97.07,+33589473377,"27 rue du Colonel Pierre Avia",Paris,France,"Da Cunha",Daniel,Medium
1371,10142,24,125.88,3791.52,2003-08-08,Shipped,"Classic Cars",119.89,+14155551450,"5677 Strong St.","San Rafael",USA,Nelson,Valarie,Medium
1372,10281,44,59.87,2634.28,2004-08-19,Shipped,"Vintage Cars",50.00,+12155551555,"7586 Pompton St.",Allentown,USA,Yu,Kyung,Small
1373,10204,45,76.26,3431.70,2003-12-02,Shipped,"Classic Cars",71.00,+12125557413,"4092 Furth Circle",NYC,USA,Young,Jeff,Medium
1374,10145,43,101.92,4119.40,2003-08-25,Shipped,Motorcycles,97.07,+16265557265,"78934 Hillside Dr.",Pasadena,USA,Young,Julie,Medium
1375,10159,44,100.00,5355.68,2003-10-10,Shipped,Motorcycles,97.07,+16505551386,"7734 Strong St.","San Francisco",USA,Brown,Julie,Medium
1376,10213,25,83.39,2084.75,2004-01-22,Shipped,"Classic Cars",71.00,+441715557555,"120 Hanover Sq.",London,UK,Hardy,Thomas,Small
1377,10168,50,100.00,5747.50,2003-10-28,Shipped,Motorcycles,97.07,+16505556809,"9408 Furth Circle",Burlingame,USA,Hirano,Juri,Medium
1378,10227,37,125.88,2136.01,2004-03-02,Shipped,"Classic Cars",119.89,+33626946270,"2, rue du Commerce",Lyon,France,Saveley,Mary,Small
1379,10180,48,100.00,5355.36,2003-11-11,Shipped,Motorcycles,97.07,+33366311248,"184, chausse de Tournai",Lille,France,Rance,Martine,Medium
1380,10188,25,100.00,2535.75,2003-11-18,Shipped,Motorcycles,97.07,+4795071746,"Drammen 121, PR 744 Sentrum",Bergen,Norway,Oeztan,Veysel,Small
1381,10152,35,125.88,4524.10,2003-09-25,Shipped,"Classic Cars",119.89,+61065465360,"31 Duncan St. West End","South Brisbane",Australia,Calaghan,Tony,Medium
1382,10291,29,51.82,1502.78,2004-09-08,Shipped,"Vintage Cars",50.00,+46042111566,"kergatan 24",Boras,Sweden,Larsson,Maria,Small
1383,10201,39,100.00,4351.23,2003-12-01,Shipped,Motorcycles,97.07,+16505555787,"5557 North Pendale Street","San Francisco",USA,Murphy,Julie,Medium
1384,10241,30,125.88,2009.70,2004-04-13,Shipped,"Classic Cars",119.89,+33141617528,"24, place Kluber",Strasbourg,France,Citeaux,Frederique,Small
1385,10165,28,125.88,3337.60,2003-10-22,Shipped,"Classic Cars",119.89,+6504447406,"Bronz Sok., Bronz Apt. 3 6 Tesvikiye",Singapore,Singapore,Natividad,Eric,Medium
1386,10304,34,90.78,1676.20,2004-10-11,Shipped,"Vintage Cars",86.46,+33798850871,"67, avenue de l Europe",Versailles,France,Tonini,Daniel,Small
1387,10211,25,101.92,2254.00,2004-01-15,Shipped,Motorcycles,97.07,+33147556555,"25, rue Lauriston",Paris,France,Perrier,Dominique,Small
1388,10176,36,125.88,5532.12,2003-11-06,Shipped,"Classic Cars",119.89,+39066003233,"Strada Provinciale 124","Reggio Emilia",Italy,Moroni,Maurizio,Medium
1389,10223,32,101.92,2921.28,2004-02-20,Shipped,Motorcycles,97.07,+61090360907,"636 St Kilda Road",Melbourne,Australia,Ferguson,Peter,Small
1390,10312,39,56.85,2217.15,2004-10-21,Shipped,"Vintage Cars",50.00,+14155551450,"5677 Strong St.","San Rafael",USA,Nelson,Valarie,Small
1391,10267,36,75.55,2719.80,2004-07-07,Shipped,"Classic Cars",71.00,+12125557413,"4092 Furth Circle",NYC,USA,Young,Jeff,Small
1392,10237,20,100.00,2299.00,2004-04-05,Shipped,Motorcycles,97.07,+12125551500,"2678 Kingston Rd.",NYC,USA,Frick,Michael,Small
1393,10185,39,125.88,5096.91,2003-11-14,Shipped,"Classic Cars",119.89,+15085559555,"4575 Hillside Dr.","New Bedford",USA,Tam,"Wing C",Medium
1394,10324,38,100.00,6832.02,2004-11-05,Shipped,"Vintage Cars",50.00,+12125551500,"2678 Kingston Rd.",NYC,USA,Frick,Michael,Medium
1395,10251,26,100.00,2637.18,2004-05-18,Shipped,Motorcycles,97.07,+12015559350,"7476 Moss Rd.",Newark,USA,Brown,William,Small
1396,10279,26,125.88,1575.08,2004-08-09,Shipped,"Classic Cars",119.89,+34915559444,"C Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small
1397,10196,27,125.88,4537.08,2003-11-26,Shipped,"Classic Cars",119.89,+12035559545,"567 North Pendale Street","New Haven",USA,Murphy,Leslie,Medium
1398,10333,24,79.86,1916.64,2004-11-18,Shipped,"Vintage Cars",50.00,+16505555787,"5557 North Pendale Street","San Francisco",USA,Murphy,Julie,Small
1399,10263,42,100.00,4307.52,2004-06-28,Shipped,Motorcycles,97.07,+12035552570,"25593 South Bay Ln.",Bridgewater,USA,King,Julie,Medium
1400,10348,29,100.00,7110.80,2004-11-01,Shipped,"Vintage Cars",50.00,+34915552282,"C Araquil, 67",Madrid,Spain,Sommer,MartÃ‚Â¡n,Large
1401,10207,40,125.88,6146.80,2003-12-09,Shipped,"Classic Cars",119.89,+16175552555,"6251 Ingle Ln.",Boston,USA,Franco,Valarie,Medium
1402,10288,23,73.41,1688.43,2004-09-01,Shipped,"Classic Cars",71.00,+6505379484,"Village Close - 106 Linden Road Sandown",Singapore,Singapore,Victorino,Wendy,Small
1403,10220,50,125.88,8258.00,2004-02-12,Shipped,"Classic Cars",119.89,+353097891493,"25 Maiden Lane",Dublin,Ireland,Cassidy,Dean,Large
1404,10358,30,100.00,5302.80,2004-12-10,Shipped,"Vintage Cars",50.00,+34915559444,"C Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium
1405,10302,23,72.70,1672.10,2003-10-06,Shipped,"Classic Cars",71.00,+441715552282,"Berkeley Gardens 12 Brewery",Liverpool,UK,Devon,Elizabeth,Small
1406,10230,42,125.88,7238.28,2004-03-15,Shipped,"Classic Cars",119.89,+490280729437,"Lyonerstr. 34",Frankfurt,Germany,Keitel,Roland,Large
1407,10370,20,100.00,2730.00,2005-01-20,Shipped,"Vintage Cars",50.00,+61046690240,"201 Miller Street","North Sydney",Australia,O'Hara,Anna,Small
1408,10311,25,125.88,1674.75,2004-10-16,Shipped,"Classic Cars",119.89,+34915559444,"C Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small
1409,10247,48,125.88,6756.00,2004-05-05,Shipped,"Classic Cars",119.89,+358049232372,"Software Engineering Center, SEC Oy",Espoo,Finland,Suominen,Kalle,Medium
1410,10382,39,100.00,7827.30,2005-02-17,Shipped,"Vintage Cars",50.00,+14155551450,"5677 Strong St.","San Rafael",USA,Nelson,Valarie,Large
1411,10411,35,59.87,2095.45,2005-05-01,Shipped,"Vintage Cars",50.00,+15145558054,"43 rue St. Laurent",Montreal,Canada,Fresnisre,Jean,Small
1412,10332,21,100.00,3472.98,2004-11-17,Shipped,"Classic Cars",71.00,+441715551555,"Fauntleroy Circus",Manchester,UK,Ashworth,Victoria,Medium
1413,10424,26,59.87,1556.62,2005-05-31,"In Process","Vintage Cars",50.00,+34915559444,"C Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small
1414,10275,21,100.00,2153.76,2004-07-23,Shipped,Motorcycles,97.07,+33060911459,"67, rue des Cinquante Otages",Nantes,France,Labrune,Janine,Small
1415,10344,26,125.88,1649.18,2004-11-25,Shipped,"Classic Cars",119.89,+33827586149,"12, rue des Bouchers",Marseille,France,Lebihan,Laurence,Small
1416,10108,44,125.88,5565.12,2003-03-03,Shipped,"Classic Cars",119.89,+636325553587,"15 McCallum Street - NatWest Center 13-03","Makati City",Philippines,Cruz,Arnold,Medium
1417,10285,34,100.00,3716.88,2004-08-27,Shipped,Motorcycles,97.07,+16175558555,"39323 Spinnaker Dr.",Cambridge,USA,Hernandez,Marta,Medium
1418,10122,28,125.88,3583.16,2003-05-08,Shipped,"Classic Cars",119.89,+33955196399,"12, rue des Bouchers",Marseille,France,Lebihan,Laurence,Medium
1419,10299,47,100.00,5455.76,2004-09-30,Shipped,Motorcycles,97.07,+358902248555,"Keskuskatu 45",Helsinki,Finland,Karttunen,Matti,Medium
1420,10275,25,95.20,2380.00,2004-07-23,Shipped,Planes,88.77,+33293223577,"67, rue des Cinquante Otages",Nantes,France,Labrune,Janine,Small
1421,10309,21,100.00,2650.62,2004-10-15,Shipped,Motorcycles,97.07,+4760052872,"Erling Skakkes gate 78",Stavern,Norway,Bergulfsen,Jonas,Small
1422,10135,31,125.88,4705.18,2003-07-02,Shipped,"Classic Cars",119.89,+14155551450,"5677 Strong St.","San Rafael",USA,Nelson,Valarie,Medium
1423,10284,22,100.00,2310.88,2004-08-21,Shipped,Planes,88.77,+4712297290,"Drammensveien 126 A, PB 744 Sentrum",Oslo,Norway,Klaeboe,Jan,Small
1424,10318,48,100.00,6437.28,2004-11-02,Shipped,Motorcycles,97.07,+12155551555,"7586 Pompton St.",Allentown,USA,Yu,Kyung,Medium
1425,10146,29,125.88,4444.54,2003-09-03,Shipped,"Classic Cars",119.89,+12035554407,"2440 Pompton St.",Glendale,USA,Lewis,Dan,Medium
1426,10329,30,101.92,2633.40,2004-11-15,Shipped,Motorcycles,97.07,+12125557818,"897 Long Airport Avenue",NYC,USA,Yu,Kwai,Small
1427,10297,32,100.00,4061.76,2004-09-16,Shipped,Planes,88.77,+353081327840,"25 Maiden Lane",Dublin,Ireland,Cassidy,Dean,Medium
1428,10339,27,101.92,2278.53,2004-11-23,Shipped,Motorcycles,97.07,+810697473338,"2-2-8 Roppongi",Minato-ku,Japan,Shimamura,Akiko,Small
1429,10159,32,125.88,4618.88,2003-10-10,Shipped,"Classic Cars",119.89,+16505551386,"7734 Strong St.","San Francisco",USA,Brown,Julie,Medium
1430,10308,31,100.00,3493.70,2004-10-15,Shipped,Planes,88.77,+19145554562,"3758 North Pendale Street","White Plains",USA,Frick,Steve,Medium
1431,10362,50,101.92,4846.00,2005-01-05,Shipped,Motorcycles,97.07,+16505556809,"9408 Furth Circle",Burlingame,USA,Hirano,Juri,Medium
1432,10169,33,125.88,4910.40,2003-11-04,Shipped,"Classic Cars",119.89,+61004753150,"201 Miller Street","North Sydney",Australia,O'Hara,Anna,Medium
1433,10316,25,100.00,2872.25,2004-11-01,Shipped,Planes,88.77,+441985558888,"Garden House Crowther Way",Cowes,UK,Bennett,Helen,Small
1434,10374,38,100.00,4197.10,2005-02-02,Shipped,Motorcycles,97.07,+61014523753,"31 Duncan St. West End","South Brisbane",Australia,Calaghan,Tony,Medium
1435,10180,44,125.88,5565.12,2003-11-11,Shipped,"Classic Cars",119.89,+33583593179,"184, chausse de Tournai",Lille,France,Rance,Martine,Medium
1436,10389,45,100.00,4597.65,2005-03-03,Shipped,Motorcycles,97.07,+46048225333,"kergatan 24",Boras,Sweden,Larsson,Maria,Medium
1437,10328,47,93.21,4114.38,2004-11-12,Shipped,Planes,88.77,+39066048714,"Via Ludovico il Moro 22",Bergamo,Italy,Rovelli,Giovanni,Medium
1438,10403,46,100.00,5287.70,2005-04-08,Shipped,Motorcycles,97.07,+441715552282,"Berkeley Gardens 12 Brewery",Liverpool,UK,Devon,Elizabeth,Medium
1439,10191,32,125.88,4237.76,2003-11-20,Shipped,"Classic Cars",119.89,+490855675784,"Mehrheimerstr. 369",Koln,Germany,Pfalzheim,Henriette,Medium
1440,10339,21,93.21,1063.65,2004-11-23,Shipped,Planes,88.77,+810296917505,"2-2-8 Roppongi",Minato-ku,Japan,Shimamura,Akiko,Small
1441,10417,35,100.00,3550.05,2005-05-13,Disputed,Motorcycles,97.07,+34915559444,"C Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium
1442,10211,41,125.88,5673.58,2004-01-15,Shipped,"Classic Cars",119.89,+33147556555,"25, rue Lauriston",Paris,France,Perrier,Dominique,Medium
1443,10110,29,59.37,1721.73,2003-03-18,Shipped,"Classic Cars",50.00,+441715551555,"Fauntleroy Circus",Manchester,UK,Ashworth,Victoria,Small
1444,10123,50,59.87,2993.50,2003-05-20,Shipped,"Classic Cars",50.00,+33917560205,"54, rue Royale",Nantes,France,Schmitt,Carine,Small
1445,10225,35,125.88,5260.15,2004-02-22,Shipped,"Classic Cars",119.89,+41697048541,"Grenzacherweg 237",Gensve,Switzerland,Holz,Michael,Medium
1446,10367,44,85.25,3751.00,2005-01-12,Resolved,"Classic Cars",71.00,+16265557265,"78934 Hillside Dr.",Pasadena,USA,Young,Julie,Medium
1447,10238,44,125.88,6350.96,2004-04-09,Shipped,"Classic Cars",119.89,+4531123555,"Vinb ltet 34",Kobenhavn,Denmark,Petersen,Jytte,Medium
1448,10137,26,125.88,1295.06,2003-07-10,Shipped,"Classic Cars",119.89,+33732562122,"59 rue de l Abbaye",Reims,France,Henriot,Paul,Small
1449,10148,47,56.85,2671.95,2003-09-11,Shipped,"Classic Cars",50.00,+61057166501,"201 Miller Street","North Sydney",Australia,O'Hara,Anna,Small
1450,10252,26,125.88,3559.40,2004-05-26,Shipped,"Classic Cars",119.89,+33147556555,"25, rue Lauriston",Paris,France,Perrier,Dominique,Medium
1451,10380,24,100.00,4536.00,2005-02-16,Shipped,"Classic Cars",71.00,+34915559444,"C Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium
1452,10161,23,53.33,1226.59,2003-10-17,Shipped,"Classic Cars",50.00,+4586213555,"Smagsloget 45",Aaarhus,Denmark,Ibsen,Palle,Small
1453,10353,28,93.21,2008.44,2004-12-04,Shipped,Planes,88.77,+12035554407,"2440 Pompton St.",Glendale,USA,Lewis,Dan,Small
1454,10172,34,125.88,1453.84,2003-11-05,Shipped,"Classic Cars",119.89,+12035552570,"25593 South Bay Ln.",Bridgewater,USA,King,Julie,Small
1455,10407,66,125.88,4421.34,2005-04-22,"On Hold","Classic Cars",119.89,+14085553659,"3086 Ingle Ln.","San Jose",USA,Frick,Sue,Medium
1456,10374,46,94.10,4328.60,2005-02-02,Shipped,Planes,88.77,+61066063875,"31 Duncan St. West End","South Brisbane",Australia,Calaghan,Tony,Medium
1457,10181,34,53.83,1830.22,2003-11-12,Shipped,"Classic Cars",50.00,+4758819874,"Drammen 121, PR 744 Sentrum",Bergen,Norway,Oeztan,Veysel,Small
1458,10386,33,93.21,1376.43,2005-03-01,Resolved,Planes,88.77,+34915559444,"C Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small
1459,10192,47,53.83,2530.01,2003-11-20,Shipped,"Classic Cars",50.00,+16035558647,"2304 Long Airport Avenue",Nashua,USA,Young,Valarie,Small
1460,10420,36,125.88,2078.28,2005-05-29,"In Process","Classic Cars",119.89,+61095907751,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia,Huxley,Adrian,Small
1461,10398,43,100.00,5552.16,2005-03-30,Shipped,Planes,88.77,+33030791359,"59 rue de l Abbaye",Reims,France,Henriot,Paul,Medium
1462,10204,45,125.88,2241.45,2003-12-02,Shipped,"Classic Cars",119.89,+12125557413,"4092 Furth Circle",NYC,USA,Young,Jeff,Small
1463,10212,45,53.33,2399.85,2004-01-16,Shipped,"Classic Cars",50.00,+34915559444,"C Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small
1464,10401,38,96.29,3659.02,2005-04-03,"On Hold",Planes,88.77,+12015559350,"7476 Moss Rd.",Newark,USA,Brown,William,Medium
1465,10110,36,85.25,3069.00,2003-03-18,Shipped,"Classic Cars",73.00,+441715551555,"Fauntleroy Circus",Manchester,UK,Ashworth,Victoria,Medium
1466,10226,36,125.88,1557.72,2004-02-26,Shipped,"Classic Cars",119.89,+17605558146,"361 Furth Circle","San Diego",USA,Thompson,Valarie,Small
1467,10416,47,93.21,4165.61,2005-05-10,Shipped,Planes,88.77,+39027672427,"Strada Provinciale 124","Reggio Emilia",Italy,Moroni,Maurizio,Medium
1468,10241,21,125.88,845.25,2004-04-13,Shipped,"Classic Cars",119.89,+33291247349,"24, place Kluber",Strasbourg,France,Citeaux,Frederique,Small
1469,10124,22,77.90,1713.80,2003-05-21,Shipped,"Classic Cars",73.00,+17025551838,"8489 Strong St.","Las Vegas",USA,King,Sue,Small
1470,10101,45,90.78,1404.00,2003-01-09,Shipped,"Vintage Cars",86.46,+490626063940,"Lyonerstr. 34",Frankfurt,Germany,Keitel,Roland,Small
1471,10266,28,125.88,1352.40,2004-07-06,Shipped,"Classic Cars",119.89,+39025657768,"Strada Provinciale 124","Reggio Emilia",Italy,Moroni,Maurizio,Small
1472,10264,20,125.88,2410.60,2004-06-30,Shipped,"Classic Cars",119.89,+16175559555,"8616 Spinnaker Dr.",Boston,USA,Yoshido,Juri,Small
1473,10110,20,35.51,710.20,2003-03-18,Shipped,"Vintage Cars",33.00,+441715551555,"Fauntleroy Circus",Manchester,UK,Ashworth,Victoria,Small
1474,10278,35,125.88,1584.80,2004-08-06,Shipped,"Classic Cars",119.89,+17025551838,"8489 Strong St.","Las Vegas",USA,King,Sue,Small
1475,10148,25,125.88,1506.50,2003-09-11,Shipped,"Classic Cars",119.89,+61040469663,"201 Miller Street","North Sydney",Australia,O'Hara,Anna,Small
1476,10124,45,37.84,1702.80,2003-05-21,Shipped,"Vintage Cars",33.00,+17025551838,"8489 Strong St.","Las Vegas",USA,King,Sue,Small
1477,10288,50,52.32,2616.00,2004-09-01,Shipped,"Classic Cars",50.00,+6502537501,"Village Close - 106 Linden Road Sandown",Singapore,Singapore,Victorino,Wendy,Small
1478,10161,37,125.88,2692.12,2003-10-17,Shipped,"Classic Cars",119.89,+4586213555,"Smagsloget 45",Aaarhus,Denmark,Ibsen,Palle,Small
1479,10301,22,51.32,1129.04,2003-10-05,Shipped,"Classic Cars",50.00,+4705466091,"Drammensveien 126 A, PB 744 Sentrum",Oslo,Norway,Klaeboe,Jan,Small
1480,10149,36,33.19,1194.84,2003-09-12,Shipped,"Vintage Cars",33.00,+14155554312,"2793 Furth Circle",Brisbane,USA,Taylor,Sue,Small
1481,10162,37,90.78,1007.14,2003-10-18,Shipped,"Vintage Cars",86.46,+16505551386,"7734 Strong St.","San Francisco",USA,Brown,Julie,Small
1482,10172,32,75.69,2422.08,2003-11-05,Shipped,"Classic Cars",73.00,+12035552570,"25593 South Bay Ln.",Bridgewater,USA,King,Julie,Small
1483,10173,31,90.78,977.43,2003-11-05,Shipped,"Vintage Cars",86.46,+39051205413,"Via Ludovico il Moro 22",Bergamo,Italy,Rovelli,Giovanni,Small
1484,10182,47,74.22,3488.34,2003-11-12,Shipped,"Classic Cars",73.00,+14155551450,"5677 Strong St.","San Rafael",USA,Nelson,Valarie,Medium
1485,10182,39,36.84,1436.76,2003-11-12,Shipped,"Vintage Cars",33.00,+14155551450,"5677 Strong St.","San Rafael",USA,Nelson,Valarie,Small
1486,10311,45,125.88,2218.50,2004-10-16,Shipped,"Classic Cars",119.89,+34915559444,"C Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small
1487,10193,26,90.78,759.46,2003-11-21,Shipped,"Vintage Cars",86.46,+61039628797,"7 Allen Street","Glen Waverly",Australia,Connery,Sean,Small
1488,10321,48,125.88,2028.48,2004-11-04,Shipped,"Classic Cars",119.89,+15085552555,"1785 First Street","New Bedford",USA,Benitez,Violeta,Small
1489,10192,37,125.88,2583.34,2003-11-20,Shipped,"Classic Cars",119.89,+16035558647,"2304 Long Airport Avenue",Nashua,USA,Young,Valarie,Small
1490,10205,32,37.17,1189.44,2003-12-03,Shipped,"Vintage Cars",33.00,+34915559444,"C Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small
1491,10332,20,87.96,1759.20,2004-11-17,Shipped,"Classic Cars",50.00,+441715551555,"Fauntleroy Circus",Manchester,UK,Ashworth,Victoria,Small
1492,10343,27,125.88,977.67,2004-11-24,Shipped,"Classic Cars",119.89,+33445277468,"59 rue de l Abbaye",Reims,France,Henriot,Paul,Small
1493,10214,20,34.19,683.80,2004-01-26,Shipped,"Vintage Cars",33.00,+34915552282,"C Araquil, 67",Madrid,Spain,Sommer,MartÃ‚Â¡n,Small
1494,10204,20,125.88,1249.40,2003-12-02,Shipped,"Classic Cars",119.89,+12125557413,"4092 Furth Circle",NYC,USA,Young,Jeff,Small
1495,10367,38,125.88,1463.00,2005-01-12,Resolved,"Classic Cars",119.89,+16265557265,"78934 Hillside Dr.",Pasadena,USA,Young,Julie,Small
1496,10227,42,90.78,1226.82,2004-03-02,Shipped,"Vintage Cars",86.46,+33037523462,"2, rue du Commerce",Lyon,France,Saveley,Mary,Small
1497,10243,33,90.78,974.82,2004-04-26,Shipped,"Vintage Cars",86.46,+16175552555,"6251 Ingle Ln.",Boston,USA,Franco,Valarie,Small
1498,10379,32,100.00,3970.56,2005-02-10,Shipped,"Classic Cars",50.00,+34915559444,"C Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium
1499,10212,41,82.31,3374.71,2004-01-16,Shipped,"Classic Cars",73.00,+34915559444,"C Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium
1500,10407,64,125.88,2576.00,2005-04-22,"On Hold","Classic Cars",119.89,+14085553659,"3086 Ingle Ln.","San Jose",USA,Frick,Sue,Small
1501,10280,20,90.78,577.60,2004-08-17,Shipped,"Vintage Cars",86.46,+39085178493,"Via Monte Bianco 34",Torino,Italy,Accorti,Paolo,Small
1502,10420,37,60.37,2233.69,2005-05-29,"In Process","Classic Cars",50.00,+61014635432,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia,Huxley,Adrian,Small
1503,10226,21,125.88,1265.46,2004-02-26,Shipped,"Classic Cars",119.89,+17605558146,"361 Furth Circle","San Diego",USA,Thompson,Valarie,Small
1504,10288,29,38.17,1106.93,2004-09-01,Shipped,"Vintage Cars",33.00,+6501764168,"Village Close - 106 Linden Road Sandown",Singapore,Singapore,Victorino,Wendy,Small
1505,10106,28,93.21,2481.64,2003-02-17,Shipped,Planes,88.77,+39044302134,"Via Ludovico il Moro 22",Bergamo,Italy,Rovelli,Giovanni,Small
1506,10304,23,90.78,694.60,2004-10-11,Shipped,"Vintage Cars",86.46,+33685856186,"67, avenue de l Europe",Versailles,France,Tonini,Daniel,Small
1507,10241,22,76.43,1681.46,2004-04-13,Shipped,"Classic Cars",73.00,+33100216921,"24, place Kluber",Strasbourg,France,Citeaux,Frederique,Small
1508,10120,39,100.00,4651.53,2003-04-29,Shipped,Planes,88.77,+61044351607,"636 St Kilda Road",Melbourne,Australia,Ferguson,Peter,Medium
1509,10312,39,90.78,1152.06,2004-10-21,Shipped,"Vintage Cars",86.46,+14155551450,"5677 Strong St.","San Rafael",USA,Nelson,Valarie,Small
1510,10133,41,94.10,3858.10,2003-06-27,Shipped,Planes,88.77,+34915559444,"C Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium
1511,10276,48,125.88,5713.92,2004-08-02,Shipped,"Classic Cars",119.89,+16175557555,"7635 Spinnaker Dr.",Brickhaven,USA,Barajas,Miguel,Medium
1512,10322,20,100.00,2624.00,2004-11-04,Shipped,"Vintage Cars",33.00,+16035558647,"2304 Long Airport Avenue",Nashua,USA,Young,Valarie,Small
1513,10267,40,80.10,3204.00,2004-07-07,Shipped,"Classic Cars",73.00,+12125557413,"4092 Furth Circle",NYC,USA,Young,Jeff,Medium
1514,10145,40,93.21,3501.60,2003-08-25,Shipped,Planes,88.77,+16265557265,"78934 Hillside Dr.",Pasadena,USA,Young,Julie,Medium
1515,10287,34,125.88,4300.32,2004-08-30,Shipped,"Classic Cars",119.89,+41916929660,"Grenzacherweg 237",Gensve,Switzerland,Holz,Michael,Medium
1516,10332,45,81.91,3685.95,2004-11-17,Shipped,"Vintage Cars",33.00,+441715551555,"Fauntleroy Circus",Manchester,UK,Ashworth,Victoria,Medium
1517,10168,49,100.00,6433.70,2003-10-28,Shipped,Planes,88.77,+16505556809,"9408 Furth Circle",Burlingame,USA,Hirano,Juri,Medium
1518,10279,32,74.96,2398.72,2004-08-09,Shipped,"Classic Cars",73.00,+34915559444,"C Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small
